shipid,cargid ,convid,convType,EntryMonth,EntryDay,fromport,NotePort,fromportJP,province,cargtype,cargqual,cargqualJP,cargquant,UoM,NoteCarg,Taxid,taxAmountKanmon,taxPayMonth,taxPayDay,NoteSekiryo,LaissezPasser1,Volume concerné1,LaissezPasser2,Volume concerné2,LaissezPasser3,Volume concerné3,LaissezPasser4,Volume concerné4,LaissezPasser5,Volume concerné5,Libellé,Note laissez-passer,capid,capname,capnameJP,NoteCap,agentid,agentname,agentnameJP,agentNote,Latitude,Longitude,note
81,96,16,B,3,6,Tsurajima,,連嶋,Bitchū,rice,riz,米・コメ,150,koku,,100 000,0.000 ,0,0,,Shōkokuji,500,null,null,null,null,null,null,null,null,相国寺勝定院過書　備中年貢,Redevances Bitchū,277,Tarobei,太郎兵衛,,TOI8,Doyu,道祐,,34.547,133.732694,
82,97,16,B,3,6,Tsurajima,,連嶋,Bitchū,salt,Kojima,小嶋・小シマ,130,koku,,69,1.050 ,4,9,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,TOI8,Doyu,道祐,,34.547,133.732694,
82,98,16,B,3,6,Tsurajima,,連嶋,Bitchū,beans,soja,大豆,30,koku,五斗表,69,1.050 ,4,9,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,TOI8,Doyu,道祐,,34.547,133.732694,
83,99,,null,3,6,Nohara,,野原,Sanuki,salt,Katamoto,方本・潟元,280,koku,,70,0.820 ,3,14,,null,null,null,null,null,null,null,null,null,null,null,,308,Tozaburo,藤三郎,,TOI35,Magotaro,孫太郎,,34.342806,134.035056,
84,100,,null,3,6,Mugi,,麦井・牟井・牟木,Awa,wood/construction materials,bois brut,榑・クレ,120,kokume,,71,0.360 ,3,9,榑百五十支上,null,null,null,null,null,null,null,null,null,null,null,,194,Saburobei,三郎兵衛,,TOI26,Jirozaburo1(Kita),二郎三郎（北）,比（北）,33.669444,134.418361,
85,101,17,B,3,6,Katamoto,,方本,Sanuki,salt,shio,シヨ・塩・シヲ・シホ,400,koku,,72,1.145 ,3,18,,null,null,null,null,null,null,null,null,null,null,null,,120,Kazumoto,計主,,TOI35,Magotaro,孫太郎,,34.341389,134.097861,
86,102,17,B,3,6,Katamoto,,方本,Sanuki,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,安富殿,100 000,0.000 ,0,0,,Yasutomi,null,null,null,null,null,null,null,null,null,安富殿,,229,Seiyo,成葉,,TOI35,Magotaro,孫太郎,,34.341389,134.097861,
87,103,,null,3,6,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,10,koku,,300 000,,6,29,□札アリ,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,生子ヤ,0,Aucun,null,,34.669639,135.174528,
87,104,,null,3,6,Hyōgo,,兵庫（地下）,Settsu,salt,Bingo,備後,170,koku,,300 000,,6,29,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,生子ヤ,0,Aucun,null,,34.669639,135.174528,
88,105,,null,3,7,Hyōgo,,兵庫（地下）,Settsu,salt,Aga,あか・アカ・阿賀,10,koku,,73,0.100 ,4,10,,null,null,null,null,null,null,null,null,null,null,null,,115,Katabejiro,形部二郎,嶋上 ,0,Aucun,null,,34.669639,135.174528,
89,106,,null,3,7,Hyōgo,,兵庫（地下）,Settsu,salt,Mihara,三原・三ハら,40,koku,,74,0.170 ,4,27,,null,null,null,null,null,null,null,null,null,null,null,,42,Gyobushiro,刑部四郎,能福辻子,0,Aucun,null,,34.669639,135.174528,
90,107,,null,3,10,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,150,kokume,,75,0.430 ,3,10,榑五束也二百四十支,null,null,null,null,null,null,null,null,null,null,null,,198,Saburojiro1,三郎二郎,金ノ,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
91,108,,null,3,10,Kanno.ura,,甲浦,Tosa,wood/construction materials,planches,材木,70,kokume,,76,0.220 ,3,16,前浜板五十枚也　同日請取　出候,null,null,null,null,null,null,null,null,null,null,null,,176,Nakajima,中嶋,枝舟,TOI25,Jirozaburo1,二郎三郎,,33.548389,134.300472,
92,109,,null,3,11,Utatsu,,宇田津・宇多津,Sanuki,salt,Bingo,備後,75,koku,,77,0.545 ,3,16,,null,null,null,null,null,null,null,null,null,null,null,,156,Magozaemon,孫左衛門,,TOI20,Hotoku,法徳,,34.308389,133.825722,
93,110,,null,3,11,Hirayama,,平山,Bitchū,salt,Takuma,タクマ・詫間,200,koku,,78,0.600 ,3,18,,null,null,null,null,null,null,null,null,null,null,null,,289,Tarozaemon,太郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,34.354611,133.577972,
94,111,,null,3,11,Utatsu,,宇田津・宇多津,Sanuki,beans,fèves,マメ,10,koku,サヌキ斗,79,0.645 ,3,20,,null,null,null,null,null,null,null,null,null,null,null,,280,Tarogoro,太郎五郎,西,TOI20,Hotoku,法徳,,34.308389,133.825722,
94,112,,null,3,11,Utatsu,,宇田津・宇多津,Sanuki,salt,Takuma,タクマ・詫間,170,koku,,79,0.645 ,3,20,,null,null,null,null,null,null,null,null,null,null,null,,280,Tarogoro,太郎五郎,西,TOI20,Hotoku,法徳,,34.308389,133.825722,
95,113,,null,3,11,Hachihama,,八浜・八潟,Bizen,fishery,crevettes,海老,20,da,,80,1.545 ,8,10,三月一  → erreur ?,null,null,null,null,null,null,null,null,null,null,null,,48,Hachirotaro,八郎太郎,,TOI12,Emonkuro,衛門九郎,,34.552389,133.943722,
95,114,,null,3,11,Hachihama,,八浜・八潟,Bizen,salt,Kojima,小嶋・小シマ,80,koku,,80,1.545 ,8,10,,null,null,null,null,null,null,null,null,null,null,null,,48,Hachirotaro,八郎太郎,,TOI12,Emonkuro,衛門九郎,,34.552389,133.943722,
95,115,,null,3,11,Hachihama,,八浜・八潟,Bizen,rice,riz,米・コメ,10,koku,五斗ヘウ,80,1.545 ,8,10,,null,null,null,null,null,null,null,null,null,null,null,,48,Hachirotaro,八郎太郎,,TOI12,Emonkuro,衛門九郎,,34.552389,133.943722,
96,116,18,B_2,3,11,Shimotsui,,下津井,Bizen,beans,fèves,マメ,60,koku,,81,2.100 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,,TOI8,Doyu,道祐,,34.438083,133.797389,
96,117,18,B_2,3,11,Shimotsui,,下津井,Bizen,rice,riz,米・コメ,10,koku,,81,2.100 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,,TOI8,Doyu,道祐,,34.438083,133.797389,
96,118,18,B_2,3,11,Shimotsui,,下津井,Bizen,salt,Kojima,小嶋・小シマ,60,koku,,81,2.100 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,,TOI8,Doyu,道祐,,34.438083,133.797389,
97,119,18,B_2,3,11,Shimotsui,,下津井,Bizen,rice,riz,米・コメ,60,koku,,82,2.500 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,枝舟,TOI8,Doyu,道祐,,34.438083,133.797389,
97,120,18,B_2,3,11,Shimotsui,,下津井,Bizen,beans,fèves,マメ,65,koku,,82,2.500 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,枝舟,TOI8,Doyu,道祐,,34.438083,133.797389,
97,121,18,B_2,3,11,Shimotsui,,下津井,Bizen,salt,Kojima,小嶋・小シマ,70,koku,,82,2.500 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,69,Hyoeshiro,兵衛四郎,枝舟,TOI8,Doyu,道祐,,34.438083,133.797389,
98,122,19,B_3,3,11,Utatsu,,宇田津・宇多津,Sanuki,beans,fèves,マメ,20,koku,,83,1.330 ,3,20,,null,null,null,null,null,null,null,null,null,null,null,,95,Jirozaburo1,二郎三郎,,TOI20,Hotoku,法徳,,34.308389,133.825722,
98,123,19,B_3,3,11,Utatsu,,宇田津・宇多津,Sanuki,cereals,ble;froment,小麦,30,koku,,83,1.330 ,3,20,,null,null,null,null,null,null,null,null,null,null,null,,95,Jirozaburo1,二郎三郎,,TOI20,Hotoku,法徳,,34.308389,133.825722,
98,124,19,B_3,3,11,Utatsu,,宇田津・宇多津,Sanuki,salt,Takuma,タクマ・詫間,220,koku,,83,1.330 ,3,20,,null,null,null,null,null,null,null,null,null,null,null,,95,Jirozaburo1,二郎三郎,,TOI20,Hotoku,法徳,,34.308389,133.825722,
99,125,19,B_3,3,11,Utatsu,,宇田津・宇多津,Sanuki,salt,Takuma,タクマ・詫間,300,koku,,84,0.900 ,3,18,,null,null,null,null,null,null,null,null,null,null,null,,127,Kizaburo,紀三郎,,TOI8,Doyu,道祐,,34.308389,133.825722,
100,126,20,B,3,14,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,100,kokume,,85,0.300 ,3,22,榑百枝上,null,null,null,null,null,null,null,null,null,null,null,,295,Tayutaro,大夫太郎,,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
101,127,20,B,3,14,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,80,kokume,,86,0.090 ,4,20,榑百廿支上　算用了,null,null,null,null,null,null,null,null,null,null,null,,129,Kohyoejiro,小兵衛二郎,榑残九十文,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
102,128,?,D,3,14,Yura,,由良,Awaji,salt,Kojima,小嶋・小シマ,45,koku,,87,0.250 ,4,25,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,"孫四郎　茶ノ水ヤ聟
比（北）中辻子",0,Aucun,null,,34.29225,134.944639,
103,129,,,3,14,Sōji.in,,惣寺院,Awa,tinctorial plants and wood/dyeing materials,indigo d’Extrême-Orient,藍・アヰ,12,koku,,88,0.180 ,3,21,,null,null,null,null,null,null,null,null,null,null,null,,121,Kenmotsu,監物,,TOI18,Gorotaro,五郎太郎,,34.060861,134.208694,
104,130,21,C_1,3,15,Hyōgo,,兵庫（地下）,Settsu,salt,Mihara,三原・三ハら,20,koku,,89,0.110 ,4,13,,null,null,null,null,null,null,null,null,null,null,null,,295,Tayutaro,大夫太郎,三郎大夫,0,Aucun,null,,34.669639,135.174528,
105,131,21,C_1,3,15,Hyōgo,,兵庫（地下）,Settsu,algae,arame,荒布・アラメ,10,kokume,,90,0.150 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,215,Sakaizaburo,堺三郎,,0,Aucun,null,,34.669639,135.174528,
105,132,21,C_1,3,15,Hyōgo,,兵庫（地下）,Settsu,algae,wakame,若布,5,kokume,,90,0.150 ,7,11,,null,null,null,null,null,null,null,null,null,null,null,,215,Sakaizaburo,堺三郎,,0,Aucun,null,,34.669639,135.174528,
106,133,21,C_1,3,15,Hyōgo,,兵庫（地下）,Settsu,salt,Kojima,小嶋・小シマ,10,koku,,91,0.160 ,3,25,,null,null,null,null,null,null,null,null,null,null,null,,198,Saburojiro1,三郎二郎,日銭や,0,Aucun,null,,34.669639,135.174528,
106,134,21,C_1,3,15,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,5,koku,半双,91,0.160 ,3,25,,null,null,null,null,null,null,null,null,null,null,null,,198,Saburojiro1,三郎二郎,日銭や,0,Aucun,null,,34.669639,135.174528,
107,135,,null,3,15,Sanbonmatsu,,三本松,Sanuki,salt,Katamoto,方本・潟元,75,koku,,92,0.260 ,3,24,,null,null,null,null,null,null,null,null,null,null,null,,205,Saemongoro,左衛門五郎,,0,Aucun,null,,34.253222,134.338778,
108,136,,null,3,15,Hiketa,,引田,Sanuki,salt,Katamoto,方本・潟元,150,koku,,93,0.460 ,3,22,,null,null,null,null,null,null,null,null,null,null,null,,62,Hirose,広瀬,,0,Aucun,null,,34.226861,134.403528,
109,137,,null,3,15,Aji,,庵治・阿治・菴治,Sanuki,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Sogō,null,null,null,null,null,null,null,null,null,十三殿国料,,320,Ura,浦,桜丸枝船,0,Aucun,null,,34.388222,134.130333,
110,138,,null,3,16,Matsue,,松江,Harima,salt,Mihara,三原・三ハら,55,koku,,94,0.220 ,4,12,,null,null,null,null,null,null,null,null,null,null,null,,65,Hyoejiro1,兵衛二郎,,TOI30,Kiya,木屋・木や,,34.653583,134.959111,
111,139,22,B,3,16,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,70,koku,,95,0.270 ,3,24,,null,null,null,null,null,null,null,null,null,null,null,,193,Saburo,三郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
112,140,22,B,3,16,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,18,koku,,96,0.110 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,153,Magotaro,孫太郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
113,141,22,B,3,16,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,40,koku,,97,0.180 ,3,19,,null,null,null,null,null,null,null,null,null,null,null,,293,Tayujiro2,大夫次郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
114,142,23,B,3,17,Kaifu,,海部,Awa,wood/construction materials,bois brut,榑・クレ,140,kokume,,98,0.400 ,3,18,榑五束也内二束　槇,null,null,null,null,null,null,null,null,null,null,null,,203,Saburozaemon,三郎左衛門,枝船,TOI25,Jirozaburo1,二郎三郎,,33.59425,134.355417,槇（Maki）→ Podocarpus macrophyllus
115,143,23,B,3,17,Kaifu,,海部,Awa,wood/construction materials,bois brut,榑・クレ,150,kokume,,99,0.445 ,3,18,榑五束上,null,null,null,null,null,null,null,null,null,null,null,,253,Shokan Hyoetaro,庄官兵衛太郎,,TOI25,Jirozaburo1,二郎三郎,,33.59425,134.355417,
116,144,23,B,3,17,Kaifu,,海部,Awa,wood/construction materials,bois brut,榑・クレ,280,kokume,,100,0.740 ,3,21,榑三百四十支上,null,null,null,null,null,null,null,null,null,null,null,,143,Kurozaemon,九郎左衛門,,TOI25,Jirozaburo1,二郎三郎,,33.59425,134.355417,
117,145,,,3,17,Hyōgo,,兵庫（地下）,Settsu,wood/construction materials,bois brut,榑・クレ,250,kokume,,101,0.700 ,6,18,材木代ツカスシテ納　スキケタ十丁也　二百十,null,null,null,null,null,null,null,null,null,null,null,,279,Taroemon,太郎衛門,,TOI25,Jirozaburo1,二郎三郎,,34.669639,135.174528,
118,146,24,B,3,17,Hiketa,,引田,Sanuki,salt,shio,シヨ・塩・シヲ・シホ,30,koku,,102,0.110 ,3,21,,null,null,null,null,null,null,null,null,null,null,null,,278,Tarodayu,太郎大夫,,TOI14,Emontaro,衛門太郎,,34.226861,134.403528,
119,147,24,B,3,17,Hiketa,,引田,Sanuki,miscellaneous,kashiage,かし上,35,kokume,,103,0.130 ,3,21,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,TOI14,Emontaro,衛門太郎,,34.226861,134.403528,
120,148,25,C_1,3,19,Hyōgo,,兵庫（地下）,Settsu,salt,Kojima,小嶋・小シマ,15,koku,,104,0.250 ,6,29,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,生子や,0,Aucun,null,,34.669639,135.174528,
120,149,25,C_1,3,19,Hyōgo,,兵庫（地下）,Settsu,paper,papier A,帋,2,da,,104,0.250 ,6,29,,null,null,null,null,null,null,null,null,null,null,null,,23,Emonzaburo,衛門三郎,生子や,0,Aucun,null,,34.669639,135.174528,
121,150,25,C_1,3,19,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,2,koku,,105,0.230 ,5,27,,null,null,null,null,null,null,null,null,null,null,null,,197,Saburogoro,三郎五郎,嶋本,0,Aucun,null,,34.669639,135.174528,
121,151,25,C_1,3,19,Hyōgo,,兵庫（地下）,Settsu,textile raw materials,ramie,苧,10,taba,,105,0.230 ,5,27,,null,null,null,null,null,null,null,null,null,null,null,,197,Saburogoro,三郎五郎,嶋本,0,Aucun,null,,34.669639,135.174528,苧　→　Bohemeria nivea var. japonica
122,152,,null,3,19,Ushimado,,牛窓,Bizen,salt,Shima,嶋,100,koku,,106,0.280 ,3,26,,null,null,null,null,null,null,null,null,null,null,null,,272,Sukezaburo1,助三郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
123,153,,null,3,19,Setoda,,瀬戸田,Aki,wood/construction materials,pins,松,70,kokume,,107,0.220 ,3,25,,null,null,null,null,null,null,null,null,null,null,null,,177,Nakatsukasa1,中司,讃岐,TOI4,Dokan,道観,,34.305,133.088806,
124,154,,null,3,19,Tomo,,鞆,Bingo,rice,riz,米・コメ,10,koku,,108,0.900 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,石井,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
124,155,,null,3,19,Tomo,,鞆,Bingo,beans,fèves,マメ,15,koku,,108,0.900 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,石井,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
124,156,,null,3,19,Tomo,,鞆,Bingo,salt,Bingo,備後,45,koku,,108,0.900 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,石井,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
125,157,,null,3,19,Shimotsui,,下津井,Bizen,salt,Kojima,小嶋・小シマ,180,koku,,109,0.900 ,3,25,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,,TOI8,Doyu,道祐,,34.438083,133.797389,
126,158,,null,3,19,Takasaki,,高崎,Aki,salt,Bingo,備後,130,koku,,110,0.900 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,26,Gagaku,雅楽,枝舟,TOI8,Doyu,道祐,,34.333222,132.937833,
127,159,,null,3,19,Tomo,,鞆,Bingo,salt,Bingo,備後,100,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,142,Kurozaburo,九郎三郎,枝舟,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
128,160,26,B_3,3,19,Setoda,,瀬戸田,Aki,salt,Bingo,備後,180,koku,,111,1.200 ,4,3,,null,null,null,null,null,null,null,null,null,null,null,,72,Hyoezaburo,兵衛三郎,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
129,161,26,B_3,3,19,Setoda,,瀬戸田,Aki,salt,Bingo,備後,200,koku,,112,1.700 ,3,27,1400貫文 rectifié en 1700 ?,null,null,null,null,null,null,null,null,null,null,null,,11,Eichin,永珎,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
129,162,26,B_3,3,19,Setoda,,瀬戸田,Aki,fishery,ormeaux (abalones),鮑,20,kokume,,112,1.700 ,3,27,,null,null,null,null,null,null,null,null,null,null,null,,11,Eichin,永珎,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
130,163,26,B_3,3,19,Setoda,,瀬戸田,Aki,beans,komemame,米マメ,180,koku,,113,4.800 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,40,Gorozaemon,五郎左衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
130,164,26,B_3,3,19,Setoda,,瀬戸田,Aki,salt,Bingo,備後,220,koku,,113,4.800 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,40,Gorozaemon,五郎左衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
131,165,26,B_3,3,19,Setoda,,瀬戸田,Aki,beans,komemame,米マメ,150,koku,,114,4.600 ,3,27,,null,null,null,null,null,null,null,null,null,null,null,,249,Shirozaburo,四郎三郎,,TOI35,Magotaro,孫太郎,,34.305,133.088806,
131,166,26,B_3,3,19,Setoda,,瀬戸田,Aki,salt,Bingo,備後,300,koku,,114,4.600 ,3,27,,null,null,null,null,null,null,null,null,null,null,null,,249,Shirozaburo,四郎三郎,,TOI35,Magotaro,孫太郎,,34.305,133.088806,
132,167,26,B_3,3,19,Setoda,,瀬戸田,Aki,salt,Bingo,備後,320,koku,,115,2.100 ,3,27,,null,null,null,null,null,null,null,null,null,null,null,,239,Shinemon,新衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
133,168,26,B_3,3,19,Setoda,,瀬戸田,Aki,beans,komemame,米マメ,130,koku,,116,3.250 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,250,Shirozaemon,四郎左衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
133,169,26,B_3,3,19,Setoda,,瀬戸田,Aki,salt,Bingo,備後,140,koku,,116,3.250 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,250,Shirozaemon,四郎左衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
134,170,26,B_3,3,19,Setoda,,瀬戸田,Aki,beans,fèves,マメ,10,koku,,117,1.300 ,4,3,,null,null,null,null,null,null,null,null,null,null,null,,203,Saburozaemon,三郎左衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
134,171,26,B_3,3,19,Setoda,,瀬戸田,Aki,salt,Bingo,備後,170,koku,,117,1.300 ,4,3,,null,null,null,null,null,null,null,null,null,null,null,,203,Saburozaemon,三郎左衛門,,TOI13,Emonshiro,衛門四郎,,34.305,133.088806,
135,172,26,B_3,3,19,Onomichi,,尾道,Bingo,beans,fèves,マメ,10,koku,,118,0.600 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,72,Hyoezaburo,兵衛三郎,,TOI13,Emonshiro,衛門四郎,,34.4105,133.20275,
135,173,26,B_3,3,19,Onomichi,,尾道,Bingo,salt,Bingo,備後,60,koku,,118,0.600 ,3,29,,null,null,null,null,null,null,null,null,null,null,null,,72,Hyoezaburo,兵衛三郎,,TOI13,Emonshiro,衛門四郎,,34.4105,133.20275,
136,174,,null,3,19,Kaminoseki,,上関,Suō,rice,riz,米・コメ,400,koku,サヌキ斗,119,0.990 ,4,8,"百七拾弐石九斗　→　大内過書
百五拾石　→　南部分
才米七十八七石 →　barré
公事　→　才米五十五石九百九十文",Ōuchi,3500,null,null,null,null,null,null,null,null,大内方過書三千五百石内,,156,Magozaemon,孫左衛門,,TOI21,Hyoetaro,兵衛太郎,,33.831028,132.110833,
137,175,27,B,3,19,Ushimado,,牛窓,Bizen,salt,Kojima,小嶋・小シマ,150,koku,,120,2.900 ,6,27,,null,null,null,null,null,null,null,null,null,null,null,,319,Umataro,馬太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
137,176,27,B,3,19,Ushimado,,牛窓,Bizen,beans,komemame,米マメ,130,koku,,120,2.900 ,6,27,,null,null,null,null,null,null,null,null,null,null,null,,319,Umataro,馬太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
138,177,27,B,3,19,Ushimado,,牛窓,Bizen,salt,Kojima,小嶋・小シマ,100,koku,,121,2.900 ,3,24,"マメ五斗上三廿日ツク
米五斗上同日ツク",null,null,null,null,null,null,null,null,null,null,null,,122,Kichia,吉阿,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
138,178,27,B,3,19,Ushimado,,牛窓,Bizen,beans,komemame,米マメ,130,koku,,121,2.900 ,3,24,,null,null,null,null,null,null,null,null,null,null,null,,122,Kichia,吉阿,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
139,179,27,B,3,19,Ushimado,,牛窓,Bizen,salt,Bingo,備後,30,koku,,122,2.400 ,3,27,米五斗上三廿七日,null,null,null,null,null,null,null,null,null,null,null,,183,Okura,大蔵,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
139,180,27,B,3,19,Ushimado,,牛窓,Bizen,beans,komemame,米マメ,120,koku,フセン斗mesure de Buzen,122,2.400 ,3,27,,null,null,null,null,null,null,null,null,null,null,null,,183,Okura,大蔵,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
140,181,,null,3,20,Hiketa,,引田,Sanuki,salt,shio,シヨ・塩・シヲ・シホ,15,koku,,123,0.090 ,3,23,,null,null,null,null,null,null,null,null,null,null,null,,211,Saemonshiro,左衛門四郎,,TOI14,Emontaro,衛門太郎,,34.226861,134.403528,
141,182,28,B,3,21,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,120,kokume,,124,0.350 ,4,5,,null,null,null,null,null,null,null,null,null,null,null,,95,Jirozaburo1,二郎三郎,,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
